EKSEN1,EKSEN2,EKSEN3,EKSEN4,EKSEN5
3.8051e-18,209.93,299.15,5.1512e-21,119.41
6.5945e-18,209.93,299.15,-7.6445e-22,119.41
5.1491e-18,209.93,299.14,-5.0231e-22,119.41
5.2398e-18,209.92,299.14,-6.2126e-21,119.4
6.8787e-18,209.92,299.13,-8.6109e-21,119.4
8.4327e-18,209.92,299.12,-1.3872e-20,119.39
6.8726e-18,209.92,299.12,-7.9905e-21,119.39
8.1624e-18,209.92,299.11,-9.0942e-21,119.39
6.8676e-18,209.92,299.11,-8.9425e-21,119.38
3.8963e-18,209.92,299.1,-6.1138e-21,119.38
2.5914e-18,209.92,299.1,2.1003e-21,119.38
5.8665e-18,209.92,299.09,-4.8356e-21,119.37
8.8725e-18,209.92,299.09,-8.3032e-21,119.37
1.189e-17,209.92,299.08,-9.6717e-21,119.36
1.3594e-17,209.91,299.08,-1.8912e-20,119.36
1.673e-17,209.91,299.07,-2.6795e-20,119.36
1.3487e-17,209.91,299.06,-2.4054e-20,119.35
1.5115e-17,209.91,299.06,-2.1611e-20,119.35
1.1846e-17,209.91,299.05,-1.9346e-20,119.34
1.1943e-17,209.91,299.05,-2.0884e-20,119.34
1.3783e-17,209.91,299.04,-2.3416e-20,119.34
1.5436e-17,209.91,299.04,-3.2978e-20,119.33
1.6803e-17,209.91,299.03,-3.8188e-20,119.33
2.0036e-17,209.91,299.02,-4.1391e-20,119.33
2.1511e-17,209.9,299.02,-4.4168e-20,119.32
1.8451e-17,209.9,299.01,-3.7022e-20,119.32
1.5291e-17,209.9,299.01,-2.1634e-20,119.31
1.5291e-17,209.9,299,-2.0991e-20,119.31
1.8785e-17,209.9,298.99,-3.1708e-20,119.31
2.1891e-17,209.9,298.99,-3.3343e-20,119.3
2.169e-17,209.9,298.98,-2.9329e-20,119.3
2.3406e-17,209.9,298.98,-2.8756e-20,119.29
2.523e-17,209.9,298.97,-3.7385e-20,119.29
2.6777e-17,209.89,298.97,-2.9198e-20,119.29
2.3204e-17,209.89,298.96,-1.7955e-20,119.28
2.1564e-17,209.89,298.95,-1.5265e-20,119.28
1.8376e-17,209.89,298.95,-6.4799e-21,119.27
1.6621e-17,209.89,298.94,-8.559e-22,119.27
1.341e-17,209.89,298.93,4.2916e-22,119.26
1.6945e-17,209.89,298.93,-2.6255e-21,119.26
1.5588e-17,209.89,298.92,-4.5386e-21,119.26
1.5588e-17,209.89,298.92,-6.978e-21,119.25
1.5483e-17,209.88,298.91,-7.4824e-21,119.25
1.696e-17,209.88,298.9,-1.3638e-20,119.24
1.8761e-17,209.88,298.9,-1.7721e-20,119.24
1.7379e-17,209.88,298.89,-2.354e-20,119.24
1.9406e-17,209.88,298.89,-3.3231e-20,119.23
1.7586e-17,209.88,298.88,-3.1518e-20,119.23
1.952e-17,209.88,298.87,-2.8893e-20,119.22
1.4668e-17,209.88,298.87,-2.2422e-20,119.22
1.4668e-17,209.87,298.86,-2.3086e-20,119.21
1.8034e-17,209.87,298.85,-3.3962e-20,119.21
1.9669e-17,209.87,298.85,-4.0923e-20,119.2
1.77e-17,209.87,298.84,-2.9884e-20,119.2
1.4133e-17,209.87,298.83,-3.4703e-21,119.2
1.237e-17,209.87,298.83,-1.3752e-21,119.19
1.4139e-17,209.87,298.82,-8.3529e-22,119.19
1.07e-17,209.86,298.81,7.9567e-21,119.18
1.237e-17,209.86,298.81,4.0992e-22,119.18
1.0359e-17,209.86,298.8,1.6125e-21,119.17
1.0022e-17,209.86,298.8,2.7703e-22,119.17
6.7591e-18,209.86,298.79,3.5263e-22,119.17
8.3399e-18,209.86,298.78,-1.2152e-20,119.16
6.7536e-18,209.86,298.78,-1.1371e-20,119.16
3.0012e-18,209.85,298.77,1.6184e-21,119.15
9.4723e-19,209.85,298.76,9.2497e-22,119.15
1.0617e-18,209.85,298.76,3.4696e-21,119.14
-8.9163e-19,209.85,298.75,1.087e-22,119.14
